0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
0.0714797,0.92852
0.929797,0.0702028
0.999367,0.00063291
0.93395,0.0660504
0.969831,0.0301694
0.972621,0.0273787
0.498432,0.501568
0.0260962,0.973904
0.0311806,0.968819
0.0647344,0.935266
0.000644935,0.999355
